,TxHash,BlockHeight,TimeStamp,From,To,Value,ContractAddress,Input,isError
9038,0x4c8b1e311d20390fdb46f72441b93a9f27fe367f18725adbd9aca75beeb0223c,4183973,1503280184,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xb377014866ccb9ae191aaa8afc1702304bb4b553,19.960000000000000000,NULL,0x,0
2011,0x9c54e8aa71ebc4c65a5e5d7986b98033edf04973ae7eb0647fd5588095d61875,4184307,1503287060,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.337250000000000000,NULL,NULL,0
9044,0x80853bee51edf9165c7536db585639a8fbfad2535374d7c143dd45a5e51bf080,4184515,1503291446,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x51d1e04c3a2a4b0f01b4af87ced887daf7bbfc0d,0.100000000000000000,NULL,0x,0
9045,0x0ad6625cd12cfb1fd1c18d14b27815398c737be6753cfb8ec34e08ca7a3a2d94,4184515,1503291446,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xc7e5b05b32132982dadd8ca918e2b93c53084c14,0.100000000000000000,NULL,0x,0
9046,0xc4309f1928209c540115d94f97f8a4e998b0bbd57eb86bfa1967ec43be1bcd59,4184516,1503291478,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x1625cc8e497f701eb4b5dd168105e27322c49e8f,0.120000000000000000,NULL,0x,0
9047,0x0e8bd8d078f6688d11ae5d1e4af0ffaff345e5f7b8617443d7cd407426c6ab72,4184516,1503291478,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xe04b51e103e80bffe91e1cc2cc10f0afcc80892e,1.012000000000000000,NULL,0x,0
9048,0x5a036b0e2de8de4243fbd8370c0147357620f59243e96bdd40a0d0fe08845fdb,4184516,1503291478,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x4b0cd32ee047c3e9f690959804e0893d24e7ad89,2.000000000000000000,NULL,0x,0
2012,0x8e8f50c50430cfab40ee03d42de89432ff6b5a17c1bfce046e2980d1f31c7b38,4184747,1503295895,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.598150000000000000,NULL,NULL,0
2013,0xe1989d4a7bd069ce1091b0ea069f4378c24b7ed5a42e40689a2357816079f57a,4184806,1503297160,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,151.092613290000000000,NULL,NULL,0
9050,0xcfb8d8013967e7f192827392b426cc8fe2cdca7629f4f8bf6d49dbc92eab9a87,4184990,1503301082,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xd0358dad18e36eef67f10019d335cc3c4dfc7af2,0.445000000000000000,NULL,0x,0
9051,0xc6ea516ad7cec63b841a66d75150a6a00969b36b4f22f891876a331cb43692e9,4184990,1503301082,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xd89e78ad93c79b89b1d994cef01079a612b12539,1.050000000000000000,NULL,0x,0
9049,0x6700036b60ef3fc6690c68d4aeebcf46031dfac8b8a6e1e77ea7092ba57c15c3,4184990,1503301082,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x69765caaba457077a4a48f126c621d2d0390fbd5,0.100000000000000000,NULL,0x,0
2014,0x76fbf646954d82913aeed1f824a466f4f6c12a01cd54e40e930354ca1a531bfb,4185397,1503309154,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,593.003506350000000000,NULL,NULL,0
9054,0x1563573f5f356e40d5a6d44e2baa8949aabc7d0359b868209f74f2837edde167,4185410,1503309385,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xe02faf2edda2adcbb0f138fee018e5e6ef6c3e10,0.019960000000000000,NULL,0x,0
9053,0x0782acb36584f0a54ab97ad31c31f5852a06ba2dc72dbab7b822d89fcd26aae7,4185410,1503309385,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x86302381f2230d29dc77c58808884465f22d1d75,0.010000000000000000,NULL,0x,0
9052,0xa51233bfeb9ab8a3633006b280d73d9d1ab2da8414f6f9438878be38d5786fa7,4185410,1503309385,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xdb47bbaaaa988430add3166be40c11570e8fae2d,0.007952000000000000,NULL,0x,0
9055,0x99ec2a71f02e52162912cc290ca2efcd83c02ce34629ada762716089ec78491a,4185412,1503309391,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xc95e1ebcc23c94eeaac1d5180d5141004444c381,0.080000000000000000,NULL,0x,0
9057,0x7c1ce88dfc101eacaafa4296b62c33c949b02e9a3ced7237b48c9d39e1ddf649,4185413,1503309402,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x7476f2aa37c2bdb909821f18c2be02aa87db2789,0.170000000000000000,NULL,0x,0
9056,0x5b4a1885dcfd5d323da677005d7b9e8afa9e480ced2bb4ee742b05d6558f8afb,4185413,1503309402,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x51d1e04c3a2a4b0f01b4af87ced887daf7bbfc0d,0.120000000000000000,NULL,0x,0
9058,0xce60a8bf7e554a0195cc38e0ae9f6099bd7dd8b13c85aee4d877dbc7e44e2e43,4185413,1503309402,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x21ec5cbb7b6d5d27d4e28bf138afcc561bce2e24,0.200000000000000000,NULL,0x,0
9059,0x3c7cadbb2f0e114e7b7d613e5c4580223bdf05edc03f3f0e234858836a3b065b,4185414,1503309427,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xe7f0dc7a7090e0f1c70f3254d42f5fdd9f2dba6b,0.352000000000000000,NULL,0x,0
9060,0x7edc48aaa4b2807f27f81e689ac770a43b179c16f2a97bdac12118d08218ecda,4185414,1503309427,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x310bcfce0a87a9dc9c2ff72e6d4a13913518f886,0.800000000000000000,NULL,0x,0
9061,0xa42ad0497942284397fc8ba3dde2dd8431769cc5ff8571f4715966cda2cffa99,4185414,1503309427,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x87917033de17a66b52d33cbab92d14f79d64d749,0.871063290000000000,NULL,0x,0
9062,0xce5a9dea8f9c8806f1b62aa26e6683506da8f93c054369d48f258ddfed486db9,4185414,1503309427,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x19f777302ef6bd52c7461aa2d758cbfd83c6c01a,1.000000000000000000,NULL,0x,0
9063,0x682d2823efdd675ccba44402421eae23f70dc32bd1efed103aa08a034b49d974,4185414,1503309427,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x2d91d4e92596c59777976c361461a27854246525,1.000000000000000000,NULL,0x,0
9064,0x1a19e1a82e708f83270516f556ea919f7aba100d3d3fb8c38948fe9cd3a08735,4185414,1503309427,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x86302381f2230d29dc77c58808884465f22d1d75,1.000000000000000000,NULL,0x,0
9065,0xf3c36cb165697234af84f0f0ab3da67ca83fec48c4ef6276462878cb560c2ab6,4185415,1503309429,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x21ec5cbb7b6d5d27d4e28bf138afcc561bce2e24,5.000000000000000000,NULL,0x,0
9066,0x1f0e576e4bd6d0c65e664b2912860900ac6bb381db3b31288a342fd815321d24,4185415,1503309429,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xd386bfb1421cb125e31b165a50a2eb38e14edd1d,5.000000000000000000,NULL,0x,0
9067,0xda161cf150d3ae23e81f82a7dfa545edcc7090e7b8477cff83e03a258aa6c05e,4185415,1503309429,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x7062b28a48468ce93ac14efadb0c9c32711e3750,8.841210000000000000,NULL,0x,0
9069,0x836a0d4b8cbbf6bf7f1d529bfd9b747605eb89607b0071068a49621e9b91ca88,4185415,1503309429,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x7062b28a48468ce93ac14efadb0c9c32711e3750,10.000000000000000000,NULL,0x,0
9068,0xac76a3852e9b37537ead9acb0639d0f84091ce89508b1cca5ab0b6b8604d1a68,4185415,1503309429,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x5745adaa3d0d3759c0452542206e359b3dd65b12,10.000000000000000000,NULL,0x,0
9071,0xcf757b622bf2818cc5b4ff464611558b6f96e63274a2a2c079601dbe78928737,4185416,1503309442,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x0fbcec16e47f2d827ec18dd12e61778cc2551f22,33.000000000000000000,NULL,0x,0
9072,0xa00861769a87af49653ba7c77783e58d79cdd0869b99c4a56de744bcd1db5678,4185416,1503309442,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x391d8ae68aaca683fcb35947c7b529a1ed88d35c,44.420000000000000000,NULL,0x,0
9073,0x7549b2e73145130d681716e0ee06fe22735353814891b89e12df485d9b2259eb,4185416,1503309442,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xc656e05463e1c6c1d51c9f1aafc6822ddcd2312d,95.000000000000000000,NULL,0x,0
9074,0xde11053ecec14aa9881f855c324640ac0260b017ac95c3b4ab64d259556e9be8,4185416,1503309442,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xa35b60fe8eb8184a379a0d0b726f3ceb57ee9073,100.000000000000000000,NULL,0x,0
9075,0x85a9aadd2518ec42e93db1356003921af0aebdb32607b228c652ee5ecf92af1e,4185416,1503309442,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x7fa4909697958d1695997a8579677e0d54145834,401.712768350000000000,NULL,0x,0
9070,0x8df10cbb3199b3164d18671fe041fc095960f94ebd1e82f6cf90978064bf508e,4185416,1503309442,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x1c7f992cbcae197a4763da6fc95c3901a65e7d8a,25.465966000000000000,NULL,0x,0
2015,0xecb11c7a6230b6cd42800bae24b48833d57d39c6840137939e61520e24cc71c0,4185652,1503314403,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,14.772239600000000000,NULL,NULL,0
9076,0xc899e08caa116655ab244a6fd4bd087e721326e83b1394fcbeb90c979fd8bc61,4185653,1503314445,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xf0d8f506aa9ac94cbb83c078db10ebaa5e58122a,0.201000000000000000,NULL,0x,0
9077,0x343575805af9c4f06add421ac89149b445f0df6182558b99436f11f0ad6a4ad5,4185653,1503314445,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x4bca6d581d9c8811c741d4f69562d819b4571e30,0.714739600000000000,NULL,0x,0
9078,0x9fcc43cb7a2e2cb802168a94c2427e679e58788bda773ac3e3b046b9e1f53b7f,4185653,1503314445,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xc34988d036a4ac8d8412d77aacd31bd087322b0d,0.860200000000000000,NULL,0x,0
9079,0xb8c010fc6801ab3ac1ac690bd91ef0546106cfb2ffdb59d7dac304451b90e5e0,4185654,1503314478,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xb29de4175d3bcd1d4a475f58a1c22a3e4ec700c7,1.000000000000000000,NULL,0x,0
9080,0xc5517ce4a34c355b01ac398ddb1753fa4aaabf7d40528059c616aa3c13d7392b,4185655,1503314484,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x63a6a8039beecaf9758167e4509623b6708a222c,5.990000000000000000,NULL,0x,0
9081,0xff94f0d5938640ea938f1bedd76b366d28b5a6b551afd94836a2b05e78c077e9,4185655,1503314484,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xc43cc81117f973abe874c371f7e72017a76cdd15,6.000000000000000000,NULL,0x,0
2016,0x12e805e7af968f816e7da09fab7ad04b1d2b401b3f7c92e961200c5a5890b50e,4188008,1503362415,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,249.470003610000000000,NULL,NULL,0
2018,0x7059b2b3e05970204b92fd0cb2945aafa1c272625a65adeb868fed7ce442b6db,4188009,1503362436,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,154.011300000000000000,NULL,NULL,0
2017,0x9e91eb3aad307007a02ee6a40e3568c4ce2d572b083b774123d107b330258b4e,4188009,1503362436,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,226.498550750000000000,NULL,NULL,0
2019,0x95e4e230a27980369b0bf3a624519bb9b487069415bba9916121ead817dc4290,4188009,1503362436,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,153.976013200000000000,NULL,NULL,0
2020,0x527cedfcc37590afddb9af021c0e4d99bed59c8d31eb5ef10f2060a6da2e007e,4188009,1503362436,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,40.896004890000000000,NULL,NULL,0
9082,0xb6689ae9ff4590815d1d8892da33db6978dd6f075930e2770981d1d59ecf2ba2,4188046,1503363208,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xce3d79a2e0f8167e26e8c863ac8a85aafdefb771,0.010000000000000000,NULL,0x,0
9083,0x2d6b247aa875eeafae5b617e7b8b2bff0779ef32d27d0f36e71886f41ac89512,4188046,1503363208,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xc0952a198f0b74bf8242bbef918c8486ef34c858,0.030000000000000000,NULL,0x,0
9085,0x2b3a4e72d5e7b35fd60ad0c7360ceaa2585b5026c512f1df106270794877c5ba,4188047,1503363237,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xf2140548b765b608a19e5f56f9f27af731389c09,0.060000000000000000,NULL,0x,0
9084,0x4f55489a04ce053f93154cbf702da3f70e620745f9f7cb193d0559e742e5a7fc,4188047,1503363237,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xcd9328381c162968a6c3844a62a63edc1de124dc,0.050000000000000000,NULL,0x,0
9089,0x8865786b46c5767bc5544c4c1ee670ec05be5e02cba39e69eece676492c35d11,4188047,1503363237,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xece790cd57eb2bfd5b8479b0584259d85151b1eb,0.110000000000000000,NULL,0x,0
9088,0x50c2da6b640b8a6a2d09222489a0ae9557fb0b48f84b84e0a059b95778c3f726,4188047,1503363237,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xad73587a0afb7213908720776c51a6d423df9ed2,0.100000000000000000,NULL,0x,0
9087,0x945f1a11c98357547fa8f22cfbce3cfef070a33eaa81de38b71d8f98c7ec8160,4188047,1503363237,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x1d99500ec37802b07d87fc7a00f85ea84696a4a3,0.100000000000000000,NULL,0x,0
9086,0x225b9e20384aa4051ec26ba4970e068cd9dbbf549b3e0f6eedc40c98fcafebe4,4188047,1503363237,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x37972056331f6c0c425cbd950cf5582550f67da5,0.090000000000000000,NULL,0x,0
9093,0x7937a3eb6734808184196038e0f181cbe20f0616821d6ca9e783b2995140a94b,4188048,1503363244,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x2fc71d4a33dd6c813835f3d9c9ce8d2b07e6958b,0.800000000000000000,NULL,0x,0
9094,0x19d5538b431a99f03986c2fa36b70437994e663973ff44fe4e8423049c2e9274,4188048,1503363244,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xa3e7cf5d1b50ae73cfdada6262d58b18b1b204c9,1.000000000000000000,NULL,0x,0
9090,0x33fe52877e67d53b1f8ebce8f2a5d75778971a64fc53d7bb1300d5729a5e931f,4188048,1503363244,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x37179317d495b80572032125466c3b4fbdd7f569,0.310000000000000000,NULL,0x,0
9091,0x49d4d91077bbe8e251e060f0b1ee319ceb12c2d236810ac7fdac2dc455d0f84c,4188048,1503363244,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xe274aa3f7a9f9f27a2b8e4943ec495590f70c330,0.500000000000000000,NULL,0x,0
9092,0x177bc024e8a4ba7f36f2193af5fe97df7cc03e123a4d9f26fa17702a44a7ae39,4188048,1503363244,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xdb47bbaaaa988430add3166be40c11570e8fae2d,0.713570000000000000,NULL,0x,0
9096,0x35a5023f7b922d58d852e1a41f063238b2793f4dd59f6531a220e9537a9b0dff,4188049,1503363257,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x3bf895742a4bf19bb36159d114685fb56bd09949,1.000000000000000000,NULL,0x,0
9097,0x3ac15cbce0530a17be62a7a79701592c38863869f62d46d5018da62395dc6530,4188049,1503363257,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xffc8c0429557a14a528d639d3c2b3e4072a1c67f,1.000000000000000000,NULL,0x,0
9098,0x86ec546cf4600f240f399b3787fb0abb0459756f7442edc98e77188d455c9912,4188049,1503363257,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xeb57a8f929953e42123bba7701704f2b5e59103a,1.000000000000000000,NULL,0x,0
9099,0xc795a5afde3a28109e3b3b6a6cce34f67be83acf53d669e5af6151acab72e96c,4188049,1503363257,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x51d1e04c3a2a4b0f01b4af87ced887daf7bbfc0d,1.100000000000000000,NULL,0x,0
9095,0x7cb9954714ea6ddd2c96e75e1965e65dda2aaf504118cd48cd3a40b61740e4da,4188049,1503363257,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x6b751e408118316b641d5b0507d407f409f09988,1.000000000000000000,NULL,0x,0
9100,0x472142647247883bc5440045b107876cee86bbf640eb83436a57400ff331f44a,4188050,1503363272,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x860b15abffa779587c06652020a730c20de1f630,1.230000000000000000,NULL,0x,0
9101,0x74b26c66c86b78d5c3070bfc74a42124bf6381d23b75b207d54ceb077a822fd4,4188051,1503363279,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x86302381f2230d29dc77c58808884465f22d1d75,2.000000000000000000,NULL,0x,0
9102,0x34aa38a32e4db54a7281cf33df714c4fe7da92ae216a2b1947503bc3d0a92468,4188051,1503363279,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x5b5ebb95b9ec359afdf3334326bcb91a7c713bac,2.000000000000000000,NULL,0x,0
9103,0x2793277d728438dc2e68e28144bcbfba3876af8b66c9f25b2fade80a0a72cbb5,4188051,1503363279,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xf1739d92e3f43774a2bfc6207ca684438ed9bc47,2.000000000000000000,NULL,0x,0
9104,0xefad6643ed2a2466ad1c6c3c1ceeb2e7a1e62326c5c1a67085ba508feb5bbbc9,4188051,1503363279,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xb27ec4f9d1bad492ec2fd42bfa59d3cffc2a26c0,2.008236000000000000,NULL,0x,0
9105,0xd3796ec995784deb2389da7fee2ab655f089e1f8b0963c298dee89e95cbe2d02,4188051,1503363279,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xd054da241440fba25f1bcefaa0a9fbd69070d901,2.075840000000000000,NULL,0x,0
9106,0x994d5f84b551dad5365f8de56d06a3cf624df197edff189121265da4b1c497bf,4188051,1503363279,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x385548def234c31324292d78504cde2810ca2c90,2.594800000000000000,NULL,0x,0
9107,0x62b8fe8093a41ef6ce1d7d1306c854cd6cd31203258df1bd51e5b1d01d6a00e8,4188052,1503363280,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xb55d2c59b251a23ad3ffd14fa5d243781e382e6b,4.028000000000000000,NULL,0x,0
9108,0xf6bfb6ead84d8f34da9971b350324cf3a2fd96fee9b4163a089abe8a61cd21c2,4188052,1503363280,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x812b38fdeb43075eacd28f30632946f24fa44d7c,5.000000000000000000,NULL,0x,0
9109,0x972d000a73c7e3d87b6629f8e3b95413b16d3ede3f6d69ec35098d7eb882265f,4188052,1503363280,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xbc1fd1c522b10b200e5c5d8d66aec7d9ac2c4ccb,5.588800000000000000,NULL,0x,0
9110,0xfae65ae839935d6206ab9a5de1f4ef0fd9f5a947f1b66672e2b03c2c449cdfd3,4188052,1503363280,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x5745adaa3d0d3759c0452542206e359b3dd65b12,9.673840000000000000,NULL,0x,0
9111,0xfc88dcd70bba982be5a5b621ede12295649eab43614388dff31f99f9977cd0f2,4188052,1503363280,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xc95e1ebcc23c94eeaac1d5180d5141004444c381,9.920000000000000000,NULL,0x,0
9112,0x94cdda8d0f6ce400dae7da0570ff16661beded5181ffe72918769484aa447a9d,4188052,1503363280,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x5745adaa3d0d3759c0452542206e359b3dd65b12,10.000000000000000000,NULL,0x,0
9117,0x3730f2fd1247e47c3f7b5e9d9af027def01299c59080d4b55c3511737f78f522,4188053,1503363307,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xab07fb2e8a5e8fcc09ee48d4f17d8fa4d2ef443a,20.260000000000000000,NULL,0x,0
9116,0x16710894c6bad6254f16974bb3fb6241d40fa1feeed7cf59714d7923b26d1325,4188053,1503363307,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xe4b35c56da8320141b821a1cb8ec5acf96a03eae,20.000000000000000000,NULL,0x,0
9113,0x58bac87d147f15c23e3c6b176abedb3366632b0ad5021e9526087e4646e82c02,4188053,1503363307,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x7062b28a48468ce93ac14efadb0c9c32711e3750,10.000000000000000000,NULL,0x,0
9114,0x646f79980772b816988b181a9d15f47d1aaa070bcd986eec88555c679de80464,4188053,1503363307,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x79a8780a481619d9e0a7d1ae5f284b51820b8433,12.000000000000000000,NULL,0x,0
9115,0x5fed4ad85d70fa9ec90ee84186ee87d42049f447f8acfb7d00ab12cc29fecf4c,4188053,1503363307,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x09b3f8d880e503bd0dc3e9aad146affe5e69d0fd,16.151521650000000000,NULL,0x,0
9118,0x79ca1c927907b5ad4bb50d97de5b415d88ba321b5a3dc34a39776f8d7c7c0f05,4188054,1503363313,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xd21fc86d982776608655ee9efb158b40b4bd9592,30.000000000000000000,NULL,0x,0
9119,0x5361856d6aae3577d93d46a3dddc9d279a16caa13675c849f835a8f36b71bc8e,4188054,1503363313,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x6b841afae98ece31150811498a923ec28c062b5a,31.212114800000000000,NULL,0x,0
9124,0x2763c013461cfc7fd6e080038eb72737100fb12ea456da3e3f28e1c9979504c9,4188055,1503363341,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xa27f9f973059ed889f0625a7024450277f31816c,300.000000000000000000,NULL,0x,0
9121,0x93d61e64c852f7bfc990e53b93414f2c4954f2672f71c429b76b4fc153f4f17d,4188055,1503363341,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x9dbd3c75a60cad7fe3d1743cd06a7d2c5bb5f08a,72.000000000000000000,NULL,0x,0
9122,0xb7d010d236d0ac70c5c786924511610dcceaf6e7ef1e4dcc2f6d52e4b5df4057,4188055,1503363341,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xb1492173f92aaca95ed3607011032975dee11c3e,75.970000000000000000,NULL,0x,0
9123,0xc876ea07e35dcf3a81bb673cd8dfc4ccbbb4492040f73a1f39eda185d149dcce,4188055,1503363341,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xcc86f2161e0e4a8ec466204f42f10396e34469d6,124.000000000000000000,NULL,0x,0
9120,0x909ada51a81697e3233ea70769fbfa6cb11048bfc37218a33fcf0189ee0e2fb6,4188055,1503363341,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xab07fb2e8a5e8fcc09ee48d4f17d8fa4d2ef443a,46.120000000000000000,NULL,0x,0
2021,0x50558f3049871187db5347dc965cf8c331c30d3101a48d48e0e2b088b45a4a0d,4188462,1503371589,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,111.816450000000000000,NULL,NULL,0
9132,0xfc134523f3b39445048aa5a6bdb1283486443a636217eff43f85078628df93c6,4188465,1503371649,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x06aa7f6e32db1e02ff4533fb5501c58362e4c6af,8.700000000000000000,NULL,0x,0
9125,0x4cb4af3a7a77575712b4c1bdea53c54d930e01b481a33e3d41d9afc0e162b0a4,4188465,1503371649,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xfd895f63af6401bbd9d509f501f9493759082379,0.010000000000000000,NULL,0x,0
9126,0x82855ba187ae6128e5457ac64acaaca4c7fece58dcfe1a71304c3fdb32ab097c,4188465,1503371649,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xb7abd558a3c792fce7e5f95080bf7bfe83267a27,1.200000000000000000,NULL,0x,0
9131,0x2d66113db08606b69af9220d9f84241dd03030c127f854daaf549b8cfb1125e1,4188465,1503371649,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x1d99500ec37802b07d87fc7a00f85ea84696a4a3,5.900000000000000000,NULL,0x,0
9130,0xa709bf141d12f0aac151079b519f93b2588e834f748564312127ca86344280a0,4188465,1503371649,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x9c54fd5eb9fb42119db9f7e5aecb9f437da43471,5.000000000000000000,NULL,0x,0
9129,0xd8f87a6aa589c7ff0737e968e2f005941b215d12d7470f4263e7550bb2658c9d,4188465,1503371649,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x149d08e8221f17001a8e182865dcbd3f447b49a1,2.500000000000000000,NULL,0x,0
9128,0xfcc1be2089c999c66a485d5c71e7d2a451de387fc4b50336d6c6e260b34cd441,4188465,1503371649,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xcd9328381c162968a6c3844a62a63edc1de124dc,2.454900000000000000,NULL,0x,0
9127,0x5c5a19e87f04aab7703f984d818009d25f3d1740333b9c166c6797fea24d5e3f,4188465,1503371649,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x496c36e316bb4c703295a78ed1b64625240d4617,2.300000000000000000,NULL,0x,0
9135,0x2e60ed45806caa3dc822e6ec2ed24c3d010781e359e50f107e56445d6e4b0095,4188466,1503371710,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x94f88f95db0127219a004151f8efc60fc5fee033,53.740000000000000000,NULL,0x,0
9134,0x5774b9c819d222dcf702f0efedbce392e98355abbc4ddf593bcbaf0fce3c8aaa,4188466,1503371710,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xf31b904aa429ad675e0fd702f0f23822de1e3921,20.000000000000000000,NULL,0x,0
